prjTitle,prjURL,prjKeywords,prjType,prjDescription,prjStartDate,prjEndDate,prjFundingAgency,prjInput,prjOutput,prjCoordinator,prjObservations
"International Digital University", https://gaiapizzuti.github.io/KGE-project/, "knowledge graph, digital university, data science, research, education", "Knowledge Resource Generation", "The project aims to create a knowledge graph that represents the collaborations between the University of Trento and the National University of Mongolia, in terms of projects, publications and staff.", "2024-09-30", "2025-07-10", "Datascientia foundation", "bagsh-ajilchdiin-ners.json, baiguullagiin-butets.json, course.json, curriculum-course.json, curriculumdata.json, DU-NUM Language.csv, hicheeliin-huvaari.json, paper-conference.json, paper-journals.json, programdata.json, project-finance.json, project-keywords.json, project-member-sisi.json, project-overview.json, uruunii-medeelel.json, v-authors.json, v-conference.json, v-journal.json, DU-UNITN Language.csv, DU-UNITN-courses.json, DU-UNITN-mindprod-2016.json, DU-UNITN-mindprod-2017.json, DU-UNITN-mindprod-2018.json, DU-UNITN-mindprod-2019.json, DU-UNITN-mindprod-2020.json, DU-UNITN-mindprod-2021.json, DU-UNITN-mindprod-2022.json, DU-UNITN-mindprod-2023.json, DU-UNITN-organizations.json, DU-UNITN-people.json, people_emails.json", "bagsh-ajilchdiin-ners.json, baiguullagiin-butets.json, budget_merger.py, paper-conference.json, paper-journals.json, project-member-sisi.json, project-overview.json, v-authors.json, v-journal.json, DU-UNITN-mindprod-2016-23.json, DU-UNITN-organizations.json, DU-UNITN-people.json", "Simone Bocca,""

